,Campus,Term,Course Code,Course Title,Course Description,Activity Type,Section,Credits,Days,Time,Building,Room,Instructor,Credit,GenEd Requirements,Registration Code,enrollCount,enrollMaximum,myPlanLink,index,mean,median,sd,fourpointo_per,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Start,End,prefix,Matched_Name,Name,Rating,Difficulty,Link,Department,Instructor Name,amount_learned_median,grading_techniques_median,instructors_contribution_median,instructors_effectiveness_median,instuctors_interest_median,the_course_as_a_whole_median,the_course_content_median,Clean_Course_Code,UUID
4764,Seattle,Spring 2025,EPI    573,Methods and Issues in Using Biological Measurements in Epidemiologic Research,"Introduction to use of measurements from biological specimens in epidemiologic studies. Prepares epidemiology and laboratory science students for conduct of interdisciplinary human studies. Evaluation of biomarkers, preliminary studies, methodologic issues, quality control. Brief review of molecular biology. Applications and current literature discussed.",lecture,A,3,TTh,8:30 AM - 9:50 AM,SOCC,301,Steve Schwartz,3,,14379,0,30,https://course-app-api.planning.sis.uw.edu/api/courses/EPI%20573/details,EPI573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30,09:50,EPI,Steve Schwartz,,,,,,Steve Schwartz,,,4.0,3.25,,3.25,3.5,EPI573,EPI573ASpring2025
4765,Seattle,Spring 2025,EPI    582,Design and Analytic Strategies to Enhance the Validity of Epidemiologic Studies,"Discusses the issues that led to specific methodologic developments during the past 30 years, along with a characterization of these developments and the consequences of their application.",lecture,A,2,F,12:30 PM - 2:20 PM,HST,T473,Noel S Weiss,2,,14381,7,20,https://course-app-api.planning.sis.uw.edu/api/courses/EPI%20582/details,EPI582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30,14:20,EPI,Noel S Weiss,,,,,,Noel S Weiss,,,5.0,5.0,,4.5,5.0,EPI582,EPI582ASpring2025
4766,Seattle,Spring 2025,EPI    585,Injury and Violence: A Public Health Approach,"Focuses on broad concepts including a conceptual model, surveillance, research methods, control and prevention of injuries. Topics include unintentional injuries from motor vehicle crashes, falls, drowning, sports injuries and intentional injuries from youth violence, intimate partner violence, homicide and suicide.",lecture,A,3,TTh,8:30 AM - 9:50 AM,HRC,135,Jeanie Santaularia,3,,14383,5,50,https://course-app-api.planning.sis.uw.edu/api/courses/EPI%20585/details,EPI585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30,09:50,EPI,Jeanie Santaularia,,,,,,Jeanie Santaularia,,,5.0,5.0,,5.0,5.0,EPI585,EPI585ASpring2025
4767,Seattle,Spring 2025,EPI    588,"Preparing, Writing, and Critiquing Scientific Research Proposals","Experience in preparing, organizing, and writing research proposals, following NIH and AHRQ guidelines. Includes weekly assignments and didactic exercises, leading to final research proposal. All students participate in mock study section to review and critique proposals.",lecture,A,3,W,8:30 AM - 10:20 AM,HST,T473,Susan M. Graham,2-3,,14384,14,50,https://course-app-api.planning.sis.uw.edu/api/courses/EPI%20588/details,EPI588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30,10:20,EPI,Susan M. Graham,,,,,,Susan M. Graham,,,4.545,4.48,,4.4,4.45,EPI588,EPI588ASpring2025
4768,Seattle,Spring 2025,EPI    588,"Preparing, Writing, and Critiquing Scientific Research Proposals","Experience in preparing, organizing, and writing research proposals, following NIH and AHRQ guidelines. Includes weekly assignments and didactic exercises, leading to final research proposal. All students participate in mock study section to review and critique proposals.",lecture,B,2,W,8:30 AM - 10:20 AM,HST,T473,Susan M. Graham,2-3,,14385,13,50,https://course-app-api.planning.sis.uw.edu/api/courses/EPI%20588/details,EPI588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30,10:20,EPI,Susan M. Graham,,,,,,Susan M. Graham,,,4.545,4.48,,4.4,4.45,EPI588,EPI588BSpring2025
4769,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,HIHIM  414,"International Classification of Diseases, Clinical Documentation, and Revenue Management","In-depth study of International Classification of Diseases (ICD) code sets for diagnosis and procedure coding, clinical documentation to support ICD code assignment, and reimbursement methodologies which use the ICD code set to determine payment models.",lecture,A,4,M,7:00 PM - 8:50 PM,HSEB,245,Amy E Jenkins,4,,15162,27,55,https://course-app-api.planning.sis.uw.edu/api/courses/HIHIM%20414/details,HIHIM414,3.5754464285714285,3.6,0.3424892813569321,4.910714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,3.0,6.0,7.0,10.0,9.0,21.0,42.0,34.0,39.0,27.0,11.0,19:00,20:50,HIHIM,Amy Jenkins,,,,,,Amy Jenkins,3.9475000000000002,,4.1375,,4.4575000000000005,3.945,,HIHIM414,HIHIM414ASpring2025
4770,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,HIHIM  455,Leadership and Strategic Management,Focuses on leadership and strategic management for enterprise-wide health information and information governance initiatives; evaluates organizational ethics and culture for situations impacting HIM and health informatics; and analyze individual interpersonal skills and professional and personal goals.,lecture,A,4,T,5:00 PM - 6:50 PM,HSEB,245,Karima Lalani,4,,15163,19,50,https://course-app-api.planning.sis.uw.edu/api/courses/HIHIM%20455/details,HIHIM455,3.7156756756756755,3.8,0.36690480789569363,10.27027027027027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,3.0,1.0,13.0,16.0,26.0,48.0,47.0,19.0,17:00,18:50,HIHIM,Karima Lalani,,,,,,Karima Lalani,4.85,,4.495,4.1833333333,4.91,4.48,4.39,HIHIM455,HIHIM455ASpring2025
4771,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,HIHIM  456,Quality Improvement in Healthcare,"Focuses on quality improvement, risk management, and utilization management; management of quality improvement systems; use of data systems in quality assurance; health data retrieval, analysis, and presentation.",lecture,A,4,M,5:00 PM - 6:50 PM,HSEB,245,Carrie Kaelin,4,,15164,27,55,https://course-app-api.planning.sis.uw.edu/api/courses/HIHIM%20456/details,HIHIM456,3.823111111111111,3.9,0.20088495571370885,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,11.0,37.0,49.0,64.0,54.0,17:00,18:50,HIHIM,Carrie Kaelin,,,,,,Carrie Kaelin,4.62,,4.675,,4.765,4.385,,HIHIM456,HIHIM456ASpring2025
4772,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,HIHIM  461,Professional Development and Networking,"Addresses the professional portfolio and mentoring, and preparation for the national credentialing examination for Registered Health information Administrator (RHIA).",lecture,A,3,T,7:00 PM - 8:20 PM,HSEB,245,Jim Condon,3,,15165,19,50,https://course-app-api.planning.sis.uw.edu/api/courses/HIHIM%20461/details,HIHIM461,3.716666666666667,3.8,0.3641661146569344,21.052631578947366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,5.0,2.0,7.0,15.0,17.0,40.0,41.0,40.0,48.0,19:00,20:20,HIHIM,Jim Condon,,,,,,Jim Condon,4.602,,4.6766666667,4.94,4.744,4.5683333333,4.88,HIHIM461,HIHIM461ASpring2025
4773,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,HIHIM  480,Health Information Management Operations and Project Management,"Provides the tools and experiences useful for health informatics and information management professionals in the daily functions and activities of a Health Information Management (HIM) department, and in controlling the activities of a health care project.",lecture,A,4,W,5:00 PM - 6:50 PM,HSEB,245,Jim Condon,4,,15168,26,55,https://course-app-api.planning.sis.uw.edu/api/courses/HIHIM%20480/details,HIHIM480,3.7133333333333334,3.8,0.3512517299285197,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,17.0,24.0,29.0,32.0,49.0,50.0,17:00,18:50,HIHIM,Jim Condon,,,,,,Jim Condon,4.602,,4.6766666667,4.94,4.744,4.5683333333,4.88,HIHIM480,HIHIM480ASpring2025
4774,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,HIHIM  524,Health Data Analytics,Healthcare organizations generate a large number of clinical performance metrics. Extracted data from different data systems is used to display relevant metrics in dashboards that are meaningful to senior leadership. Statistical tools may determine if differences in performance are significant and what factors are associated with the differences. Predictive models may then be built and inputs varied to obtain performance improvements.,lecture,A,3,ThFSa,9:00 AM - 4:50 PM,,,Ken White,3,,15171,13,35,https://course-app-api.planning.sis.uw.edu/api/courses/HIHIM%20524/details,HIHIM524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,16:50,HIHIM,Ken White,,,,,,Ken White,,,3.9633333333,3.52,,3.8,3.9633333333,HIHIM524,HIHIM524ASpring2025
4775,UW PROFESSIONAL AND CONTINUING EDUCATION,Summer 2025,HIHIM  525,Healthcare Databases and Applications,"Provides an overview of data models, architecture platforms, and relational database theory and technology. Covers design and uses of databases in patient record systems, registries and indexes, and health databases, security, privacy and ethical issues, database design, data integrity, field properties, tables, reports, queries, and data retrieval.",lecture,A,3,ThFSa,9:10 AM - 5:00 PM,,,Carolin Spice,3,,11566,0,30,https://course-app-api.planning.sis.uw.edu/api/courses/HIHIM%20525/details,HIHIM525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:10,17:00,HIHIM,Carolin Spice,Carolin Spice,1.0,4.8,https://www.ratemyprofessors.com/professor/2521021,Health Science,Carolin Spice,2.925,,3.02,3.372,3.45,3.42,3.744,HIHIM525,HIHIM525ASummer2025
4776,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,HIHIM  530,Healthcare Privacy and Security in the e-Environment,"Covers the laws, regulations, policies, and practice related to the confidentiality, privacy, and security of health information in an electronic environment. Federal and state laws and regulations require specific performance in the acquisition, use, storage, and maintenance of health information. Examines systems and practices.",lecture,A,3,ThFSa,9:00 AM - 4:50 PM,,,John Hartgraves,3,,15172,13,35,https://course-app-api.planning.sis.uw.edu/api/courses/HIHIM%20530/details,HIHIM530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,16:50,HIHIM,John Hartgraves,,,,,,John Hartgraves,4.65,,4.82,4.858,4.785,4.7228571429,4.798,HIHIM530,HIHIM530ASpring2025
4777,UW PROFESSIONAL AND CONTINUING EDUCATION,Summer 2025,HIHIM  550,Health Care Information Governance,"Covers the conceptualization, design, and management of data initiatives and knowledge needed by the healthcare enterprise. Reviews data integrity principles and guidelines to determine methodology for evaluation development and management of internal and external information requirements.",lecture,A,3,ThFSa,9:10 AM - 5:00 PM,,,Debra Primeau,3,,11567,0,30,https://course-app-api.planning.sis.uw.edu/api/courses/HIHIM%20550/details,HIHIM550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:10,17:00,HIHIM,Debra Primeau,,,,,,Debra Primeau,,,4.745,4.69,,4.48,4.645,HIHIM550,HIHIM550ASummer2025
4778,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,HIHIM  598,Project Management,Focuses on applying leadership readiness at the enterprise level; informatics and information governance challenges; research and project management resources; communication management strategies; and the impact of technology from management oversight to health services delivery. Offers an opportunity to practice a key role of leadership: transforming organizational culture by effective implementation of change.,lecture,A,3,ThFSa,9:00 AM - 4:50 PM,,,John Hartgraves,3,,15173,13,45,https://course-app-api.planning.sis.uw.edu/api/courses/HIHIM%20598/details,HIHIM598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,16:50,HIHIM,John Hartgraves,,,,,,John Hartgraves,4.65,,4.82,4.858,4.785,4.7228571429,4.798,HIHIM598,HIHIM598ASpring2025
4779,Seattle,Spring 2025,HSERV  204,Communicating about Health: Current Issues and Perspectives,"Provides an overview of health communication topics and perspectives for students who are interested in pursuing careers in the health industry and those with a research interest in health communication such as caregivers, health care administrators, marketing and public relations professionals, media planners, public health promoters, and educators, researchers and others.",lecture,A,3,MW,1:00 PM - 2:20 PM,HST,T478,Hendrika W. Meischke,3,,15207,22,50,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20204/details,HSERV204,3.620276497695852,3.9,0.5527092193483937,29.493087557603687,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,12.0,19.0,9.0,13.0,14.0,7.0,49.0,64.0,13:00,14:20,HSERV,Hendrika W Meischke,Hendrika Meischke,3.6,3.1,https://www.ratemyprofessors.com/professor/2306989,Sociology,Hendrika W Meischke,4.6,4.75,4.505,4.375,4.94,4.2125,4.195,HSERV204,HSERV204ASpring2025
4780,Seattle,Spring 2025,HSERV  345,Community Health Assessment,"Introduces role of assessment in planning for community health improvement through health promotion activities. Considers determinants of health; methods to find, collect, and analyze quantitative and qualitative data; interpret findings to describe the health resources, risks, and outcomes; role of assessment in identifying health disparities and patterns of health inequities.",lecture,A,5,MW,10:30 AM - 12:20 PM,HSEB,101,Rabi Yunusa,5,,15208,43,80,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20345/details,HSERV345,3.620833333333333,3.8,0.5643590677993997,17.59259259259259,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,4.0,2.0,1.0,0.0,5.0,3.0,7.0,9.0,8.0,18.0,26.0,28.0,56.0,38.0,10:30,12:20,HSERV,Rabi Yunusa,,,,,,Rabi Yunusa,,,4.8075,4.67,,4.645,4.7375,HSERV345,HSERV345ASpring2025
4781,Seattle,Spring 2025,HSERV  415,War and Health,"Explores the health consequences of war (injury, infectious diseases, mental health, chronic disease, malnutrition, infrastructure) and the role of health professionals and others in preventing war (advocacy, measurement and application of epidemiology methods, promotion of social equity).",lecture,A,4,TTh,3:30 PM - 4:50 PM,HSEB,215,James Pfeiffer,4,SSc,15209,71,72,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20415/details,HSERV415,3.7471698113207546,3.9,0.33792026165885203,39.62264150943396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,3.0,2.0,4.0,6.0,8.0,21.0,15:30,16:50,HSERV,James Pfeiffer,James Pfeiffer,4.4,2.9,https://www.ratemyprofessors.com/professor/1824471,Anthropology,James Pfeiffer,4.74,4.64,4.61,4.5675,4.785,4.474,4.482,HSERV415,HSERV415ASpring2025
4782,Seattle,Spring 2025,HSERV  473,Topics in Indigenous Health ,"Covers the fundamentals of Indigenous health, including Indigenous conceptual frameworks specific to health, wellness, and resilience. Topics include Indigenous social determinants of health, Federal Indian health policy, and American Indian and Alaska Native trends in population health outcomes within the context of the socio-ecological model.",lecture,A,"2, 3",W,3:00 PM - 5:20 PM,HSEB,215,Myra Parker,"2, 3","DIV, SSc",15210,25,45,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20473/details,HSERV473,3.479591836734694,3.6,0.5260478723604856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,4.0,0.0,2.0,5.0,4.0,4.0,7.0,13.0,0.0,15:00,17:20,HSERV,No Match,,,,,,,,,,,,,,HSERV473,HSERV473ASpring2025
4783,Seattle,Spring 2025,HSERV  476,Introduction to Applied Qualitative Methods in Public Health,"Covers qualitative methods in public health research and practice, including exploratory and descriptive studies, human subjects and ethics review, frameworks, theory and hypothesis generation, content and thematic analysis, sampling approaches, and interviews, focus groups, document review, observations, and photovoice. Students apply practical skills to code, analyze, interpret, and visually present qualitative data.",lecture,A,4,T,11:30 AM - 2:20 PM,HRC,135,Megha Ramaswamy,4,,15211,2,50,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20476/details,HSERV476,3.642105263157895,3.8,0.44758508685198517,21.052631578947366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,5.0,4.0,11:30,14:20,HSERV,No Match,,,,,,,,,,,,,,HSERV476,HSERV476ASpring2025
4784,Seattle,Spring 2025,HSERV  490,Advanced Topics,Explores current or evolving public health problems.,lecture,A,1-2,TTh,2:30 PM - 3:20 PM,HSEB,125,Derek Jennings,1-6,SSc,15212,4,25,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20490/details,HSERV490,4.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14:30,15:20,HSERV,Derek Jennings,,,,,,Derek Jennings,,,4.0,4.0,,4.0,4.5,HSERV490,HSERV490ASpring2025
4785,Seattle,Spring 2025,HSERV  507,Health Communication and Marketing for Health Promotion: Theory and Practice,Provides an introduction to the field of health communication and social marketing. Focuses on how persuasive communication and marketing are most effectively used to improve population health and reduce inequities. Students develop and present a health communication campaign proposal.,lecture,A,3,T,1:00 PM - 2:20 PM,HST,T474,Hendrika W. Meischke,3,,15214,33,40,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20507/details,HSERV507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00,14:20,HSERV,Hendrika W Meischke,Hendrika Meischke,3.6,3.1,https://www.ratemyprofessors.com/professor/2306989,Sociology,Hendrika W Meischke,4.6,4.75,4.505,4.375,4.94,4.2125,4.195,HSERV507,HSERV507ASpring2025
4786,UW PROFESSIONAL AND CONTINUING EDUCATION,Summer 2025,HSERV  507,Health Communication and Marketing for Health Promotion: Theory and Practice,Provides an introduction to the field of health communication and social marketing. Focuses on how persuasive communication and marketing are most effectively used to improve population health and reduce inequities. Students develop and present a health communication campaign proposal.,lecture,A,3,,,,,Nicole Sadow-Hasenberg,3,,11577,0,27,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20507/details,HSERV507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSERV,Nicole Sadow-Hasenberg,,,,,,Nicole Sadow-Hasenberg,,,3.8666666667,3.4433333333,,3.8766666667,3.8333333333,HSERV507,HSERV507ASummer2025
4787,Seattle,Spring 2025,HSERV  514,Social Determinants of Population Health and Health Disparities,"Explores the elements and actions of a population health approach, including conceptualizing the determinants of health, synthesizing knowledge about major social determinants, and applying knowledge to improve population health and reduce health disparities. Enrollment priority for Health Services PhD students.",lecture,A,3,M,2:30 PM - 5:20 PM,HSEB,145,Jenna van Draanen,3,,15215,5,20,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20514/details,HSERV514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:30,17:20,HSERV,Jenna Van Draanen,,,,,,Jenna Van Draanen,,,4.0,3.17,,3.17,3.3,HSERV514,HSERV514ASpring2025
4788,Seattle,Spring 2025,HSERV  515,War and Health,"Explores the health consequences of war (injury, infectious diseases, mental health, chronic disease, malnutrition, infrastructure) and the role of health professionals and others in preventing war (advocacy, measurement and application of epidemiology methods, promotion of social equity).",lecture,A,4,TTh,3:30 PM - 4:50 PM,HSEB,215,James Pfeiffer,4,,15216,71,72,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20515/details,HSERV515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:30,16:50,HSERV,James Pfeiffer,James Pfeiffer,4.4,2.9,https://www.ratemyprofessors.com/professor/1824471,Anthropology,James Pfeiffer,4.74,4.64,4.61,4.5675,4.785,4.474,4.482,HSERV515,HSERV515ASpring2025
4789,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,HSERV  520,Applied Research Methods in Public Health ,"Skills and knowledge necessary to conduct orderly investigation of specific problems in preparation for Master of Public Health thesis or Capstone project. Includes problem identification, posing research questions, literature review, consideration of theoretical and practical context, choosing study design, methods review and selection, protection of human subjects, and recognizing potential errors.",lecture,A,4,,,,,Sarah Veele,4,,15217,8,30,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20520/details,HSERV520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSERV,Sarah Veele,,,,,,Sarah Veele,,,4.82,4.82,,4.605,4.56,HSERV520,HSERV520ASpring2025
4790,UW PROFESSIONAL AND CONTINUING EDUCATION,Summer 2025,HSERV  522,Health Program Evaluation,"Focuses on the use of evaluations within health programs. Discusses how program evaluations utilize research methods to answer questions concerning efficacy, implementation, and drivers of changes in health. It also looks at the reasons for creating program evaluations -- the drivers of evaluation, how results can be transformed into action, and the role of equity in formulating and implementing evaluation results.",lecture,A,3,,,,,Sarah B. Munro,"3, 4",,11578,0,35,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20522/details,HSERV522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSERV,Sarah Munro,,,,,,Sarah Munro,,,4.5,4.5,,4.1,4.1,HSERV522,HSERV522ASummer2025
4791,Seattle,Spring 2025,HSERV  525,Advanced Health Services Research Methods III: Causal Inference Using Observational Data,"Focuses on reviewing statistical methods developed for ""micro"" (individual-level) data on behavior (choices or exposures) and outcomes in order to make causal inference about the role of a choice or an exposure on outcomes.",lecture,A,"4, 5",F,11:30 AM - 2:20 PM,HSEB,235,Anirban Basu,"4, 5",,15218,6,25,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20525/details,HSERV525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30,14:20,HSERV,Anirban Basu,,,,,,Anirban Basu,,,3.83,2.5,,3.25,3.25,HSERV525,HSERV525ASpring2025
4792,Seattle,Spring 2025,HSERV  527,Survey Research Methods,Provides students with skills in questionnaire development and survey methods. Students develop a questionnaire and design a survey research proposal on a health-related or social topic.,lecture,A,4,TTh,8:30 AM - 9:50 AM,THO,135,Christian Helfrich,4,,15219,6,25,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20527/details,HSERV527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30,09:50,HSERV,No Match,,,,,,,,,,,,,,HSERV527,HSERV527ASpring2025
4793,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,HSERV  534,COPHP Health Behavior and Health Promotion and Environmental Health,"Environmental Health reviews scientific principles utilized in environmental public health and examines the occurrence of diseases resulting from environmental and occupational exposures. Health Behavior and Promotion reviews theory and practice of planning and evaluating public health promotion problems and applying sound judgment when deciding about identification, audience segmentation, and intervention selection.",lecture,A,6,TF,2:30 PM - 5:20 PM,HSEB,426,Jsani Henry,6,,15220,6,12,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20534/details,HSERV534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:30,17:20,HSERV,Jsani Henry,,,,,,Jsani Henry,,,3.4925,3.3325,,3.165,3.165,HSERV534,HSERV534ASpring2025
4794,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,HSERV  534,COPHP Health Behavior and Health Promotion and Environmental Health,"Environmental Health reviews scientific principles utilized in environmental public health and examines the occurrence of diseases resulting from environmental and occupational exposures. Health Behavior and Promotion reviews theory and practice of planning and evaluating public health promotion problems and applying sound judgment when deciding about identification, audience segmentation, and intervention selection.",lecture,B,6,TF,2:30 PM - 5:20 PM,HSEB,421,Hilary Karasz,6,,15221,7,12,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20534/details,HSERV534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:30,17:20,HSERV,Hilary Karasz,,,,,,Hilary Karasz,,,4.64,4.55,,4.64,4.55,HSERV534,HSERV534BSpring2025
4795,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,HSERV  534,COPHP Health Behavior and Health Promotion and Environmental Health,"Environmental Health reviews scientific principles utilized in environmental public health and examines the occurrence of diseases resulting from environmental and occupational exposures. Health Behavior and Promotion reviews theory and practice of planning and evaluating public health promotion problems and applying sound judgment when deciding about identification, audience segmentation, and intervention selection.",lecture,C,6,TF,2:30 PM - 5:20 PM,HSEB,430,Eyob Mazengia,6,,15222,5,12,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20534/details,HSERV534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:30,17:20,HSERV,Eyob Mazengia,,,,,,Eyob Mazengia,,,5.0,5.0,,4.75,4.75,HSERV534,HSERV534CSpring2025
4796,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,HSERV  540,COPHP Management and Leadership,"Explores the principles of leadership and management within the context of public health organizations. Explores the distinction between management and leadership and examines the management functions of planning, organizing, directing, and controlling the use of human and financial resources to accomplish the goals of the organization.",lecture,A,6,MTh,9:00 AM - 11:50 AM,HSEB,411,Mohit Nair,6,,15223,5,12,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20540/details,HSERV540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00,11:50,HSERV,Mohit Nair,,,,,,Mohit Nair,,,5.0,5.0,,4.38,3.63,HSERV540,HSERV540ASpring2025
4797,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,HSERV  540,COPHP Management and Leadership,"Explores the principles of leadership and management within the context of public health organizations. Explores the distinction between management and leadership and examines the management functions of planning, organizing, directing, and controlling the use of human and financial resources to accomplish the goals of the organization.",lecture,B,6,MTh,2:30 PM - 5:20 PM,HSEB,426,Katie Bell,6,,15224,1,12,https://course-app-api.planning.sis.uw.edu/api/courses/HSERV%20540/details,HSERV540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:30,17:20,HSERV,Katie Bell,,,,,,Katie Bell,,,4.25,4.17,,3.9,3.5,HSERV540,HSERV540BSpring2025
